o,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
http://dbpedia.org/resource/Category:Nickel,Nickel,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Nicosia,Nicosia,,,Populated places in Cyprus| Wikipedia categories named after populated places in Cyprus| Capitals in Europe| Capitals in Asia| Wikipedia categories named after capitals| Divided cities,,
http://dbpedia.org/resource/Category:Niger,Niger,,,Countries in Africa| Landlocked countries| West African countries| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Nigeria,Nigeria,,,Member states of the African Union| Countries in Africa| West African countries| English-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Niobates,Niobates,,,Inorganic compounds| Oxygen compounds| Niobium compounds,,
http://dbpedia.org/resource/Category:Niobium,Niobium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Nitrates,Nitrates,,,Nitrogen compounds| Oxygen compounds| Salts,,
http://dbpedia.org/resource/Category:Nitrides,Nitrides,,,Nitrogen compounds,,
http://dbpedia.org/resource/Category:Nitrogen,Nitrogen,,,Diatomic nonmetals| Pnictogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Niue,Niue,,,Realm of New Zealand| Island countries| Wikipedia categories named after associated states| Wikipedia categories named after dependent territories| Associated states of New Zealand| Wikipedia categories named after islands| Autonomous regions| British Western Pacific Territories| Countries in Oceania| Countries in Polynesia| Wikipedia categories named after countries| New Zealand–Pacific relations,,
http://dbpedia.org/resource/Category:Nobelium,Nobelium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Noise,Noise,,,Signal processing| Telecommunication theory| Sound| Randomness,,
http://dbpedia.org/resource/Category:Nomenclature,,,,,,
http://dbpedia.org/resource/Category:Normandy,Normandy,,,Regions of France| Former countries in Europe| Former provinces of France,,
http://dbpedia.org/resource/Category:Norway,Norway,,,Northern European countries| Nordic countries| Germanic countries and territories| Countries in Europe| Wikipedia categories named after countries| Scandinavian countries,,
http://dbpedia.org/resource/Category:Nouakchott,Nouakchott,,,Populated places in Mauritania| Capitals in Africa| Regions of Mauritania| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Nubia,Nubia,,,Regions of Africa| Foreign contacts of ancient Egypt| Geography of ancient Egypt| History of Sudan,,
http://dbpedia.org/resource/Category:Nutrition,Nutrition,,,Health| Health| Branches of biology| Branches of biology| Food and drink| Food and drink| Determinants of health| Determinants of health,,Food science| Digestive system| Food science| Digestive system| Food science| Digestive system| Food science| Digestive system
http://dbpedia.org/resource/Category:Observatories,Observatories,,,Scientific observation| Scientific buildings| Facilities and organizations of science,,
http://dbpedia.org/resource/Category:Oceania,Oceania,,,Tropics| Wikipedia categories named after continents| Supercontinents| Pacific Ocean| Continents,,
http://dbpedia.org/resource/Category:Oceanography,Oceanography,,,Applied and interdisciplinary physics| Hydrography| Physical geography| Hydrology| Earth sciences| Oceans,,Meteorology| Meteorology| Meteorology| Meteorology| Meteorology| Meteorology
http://dbpedia.org/resource/Category:Oceans,Oceans,,,Earth| Regions| Bodies of water| Coastal and oceanic landforms,,
http://dbpedia.org/resource/Category:Odonata,Odonata,,,Insects by classification| Predators,,
http://dbpedia.org/resource/Category:Oligocene,Oligocene,,,Geological epochs| Paleogene geochronology,,
http://dbpedia.org/resource/Category:Oman,Oman,,,Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabian Peninsula| Arabic-speaking countries and territories| Countries in Asia| Sultanates| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Optimization,Optimization,,,,,
http://dbpedia.org/resource/Category:Ordovician,Ordovician,,,Geological periods| Paleozoic,,
http://dbpedia.org/resource/Category:Orientation,,,,,,
http://dbpedia.org/resource/Category:Ornamentation,Ornamentation,,,Melody| Musical terminology| Musical techniques| Musical notation,,Ornament| Ornament| Ornament| Ornament
http://dbpedia.org/resource/Category:Orogeny,Orogeny,,,Plate tectonics| Geological processes| Geological history of Earth,,
http://dbpedia.org/resource/Category:Osmium,Osmium,,,Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Osteology,Osteology,,,Bones| Biological anthropology,,Orthopedic surgical procedures| Orthopedic surgical procedures
http://dbpedia.org/resource/Category:Oxalates,Oxalates,,,Salts and esters of carboxylic acids,,
http://dbpedia.org/resource/Category:Oxides,Oxides,,,Chalcogenides| Oxygen compounds| Salts,,
http://dbpedia.org/resource/Category:Oxygen,Oxygen,,,Diatomic nonmetals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Ozone,Ozone,,,Oxidizing agents| Homonuclear triatomic molecules| Oxygen,,
http://dbpedia.org/resource/Category:Pakistan,Pakistan,,,Pashto-speaking countries and territories| South Asian countries| Countries in Asia| Federal republics| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Palatinate,Palatinate,,,,,
http://dbpedia.org/resource/Category:Paleobiology,Paleobiology,,,Branches of biology| Subfields of paleontology,,
http://dbpedia.org/resource/Category:Paleocene,Paleocene,,,Geological epochs| Paleogene geochronology,,
http://dbpedia.org/resource/Category:Paleoclimatology,Paleoclimatology,,,Climatology| Historical geology| Climate history,,
http://dbpedia.org/resource/Category:Paleogene,Paleogene,,,Geological periods| Cenozoic,,
http://dbpedia.org/resource/Category:Paleogeography,Paleogeography,,,Historical geography| Physical geography| Historical geology| Subfields of paleontology| Subfields of geology,,
http://dbpedia.org/resource/Category:Paleolithic,Paleolithic,,,Pleistocene| Pleistocene| Pleistocene| Stone Age| Stone Age| Stone Age,,Paleolithic| 10th millennium BC| 9th millennium BC| Paleolithic| 10th millennium BC| 9th millennium BC
http://dbpedia.org/resource/Category:Paleontology,Paleontology,,,Subfields of evolutionary biology| Earth sciences| Historical geology| Evolutionary biology| Subfields of geology,,
http://dbpedia.org/resource/Category:Paleopathology,Paleopathology,,,Pathology| Biological anthropology| Subfields of paleontology| Archaeological science,,
http://dbpedia.org/resource/Category:Paleozoic,Paleozoic,,,Phanerozoic| Geological eras,,
http://dbpedia.org/resource/Category:Paleozoology,Paleozoology,,,Subfields of zoology| Subfields of paleontology,,
http://dbpedia.org/resource/Category:Palestine,Palestine,,,,,
http://dbpedia.org/resource/Category:Palladium,Palladium,,,Precious metals| Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Palynology,Palynology,,,Botany| Earth sciences| Microfossils,,
http://dbpedia.org/resource/Category:Panama,Panama,,,Spanish-speaking countries and territories| Countries in North America| Wikipedia categories named after countries| Republics| Countries in Central America,,
http://dbpedia.org/resource/Category:Pannonia,Pannonia,,,Ancient Roman provinces,,
http://dbpedia.org/resource/Category:Paracrinoidea,Paracrinoidea,,,Crinozoa,,
http://dbpedia.org/resource/Category:Paraguay,Paraguay,,,Spanish-speaking countries and territories| Landlocked countries| Countries in South America| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Parasitism,Parasitism,,,Predation| Parasitology| Symbiosis,,
http://dbpedia.org/resource/Category:Patagonia,Patagonia,,,Geography of Argentina| Geography of Chile| Ecoregions of Chile| Divided regions| Natural regions of South America| Ecoregions of Argentina,,
http://dbpedia.org/resource/Category:Pavements,Pavements,,,Road infrastructure| Pedestrian infrastructure| Floors| Road construction| Building materials| Pavement engineering,,
http://dbpedia.org/resource/Category:Pearls,Pearls,,,Organic gemstones| Mollusc products,,
http://dbpedia.org/resource/Category:Peptides,Peptides,,,Biomolecules by chemical classification| Molecular biology| Carboxamides,,
http://dbpedia.org/resource/Category:Permian,Permian,,,Geological periods| Paleozoic,,
http://dbpedia.org/resource/Category:Pesticides,Pesticides,,,Chemical substances by utilization| Agricultural chemicals| Biocides| Pests (organism)| Industrial agriculture| Toxicology,,
http://dbpedia.org/resource/Category:Petroleum,Petroleum,,,Hydrocarbons| Oils| Resource extraction| Fossil fuels,,
http://dbpedia.org/resource/Category:Petrology,Petrology,,,Subfields of geology| Rocks,,
http://dbpedia.org/resource/Category:Phanerozoic,Phanerozoic,,,Geological eons| International Commission on Stratigraphy geologic time scale of Earth,,
http://dbpedia.org/resource/Category:Phenols,Phenols,,,Hydroxyarenes,,
http://dbpedia.org/resource/Category:Philippines,Philippines,,,Island countries| Archipelagoes of the Pacific Ocean| Countries in Asia| Southeast Asian countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics| Volcanic arc islands,,
http://dbpedia.org/resource/Category:Philosophy,Philosophy,,,Belief| Belief| Belief| Humanities| Humanities| Humanities| Main topic classifications| Main topic classifications| Main topic classifications| Academic disciplines| Academic disciplines| Academic disciplines| Abstraction| Abstraction| Abstraction,,Philosophical theories| Philosophical concepts| Philosophy by field| Philosophical theories| Philosophical concepts| Philosophy by field| Philosophical theories| Philosophical concepts| Philosophy by field| Philosophical theories| Philosophical concepts| Philosophy by field| Philosophical theories| Philosophical concepts| Philosophy by field
http://dbpedia.org/resource/Category:Phosphates,Phosphates,,,Phosphorus compounds,,
http://dbpedia.org/resource/Category:Phosphides,Phosphides,,,Phosphorus compounds,,
http://dbpedia.org/resource/Category:Phosphorus,Phosphorus,,,Polyatomic nonmetals| Pnictogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Photochemistry,Photochemistry,,,Chemistry| Light,,Microwave chemistry| Microwave chemistry
http://dbpedia.org/resource/Category:Photography,Photography,,,Imaging| Crafts| Art media| Hobbies,,
http://dbpedia.org/resource/Category:Photometry,Photometry,,,Optical metrology| Lighting| Psychophysics,,
http://dbpedia.org/resource/Category:Photosynthesis,Photosynthesis,,,Plant metabolism| Photochemistry| Biochemistry,,
http://dbpedia.org/resource/Category:Physiology,Physiology,,,Branches of biology,,
http://dbpedia.org/resource/Category:Piers,Piers,,,Transport buildings and structures| Coastal construction| Water transport| Water transport infrastructure,,Piers by country| Piers by country| Piers by country| Piers by country
http://dbpedia.org/resource/Category:Pigments,Pigments,,,Art materials| Chemical compounds,,Dyes| Dyes
http://dbpedia.org/resource/Category:Pinaceae,Pinaceae,,,Pinales,,
http://dbpedia.org/resource/Category:Pinus,Pinus,,,Pinaceae,,
http://dbpedia.org/resource/Category:Pipelines,Pipelines,,,Transport buildings and structures| Pipeline transport,,
http://dbpedia.org/resource/Category:Piping,Piping,,,Plumbing| Chemical engineering| Gas technologies| Components of a chemical plant| Building engineering| Mechanical engineering,,
http://dbpedia.org/resource/Category:Plains,Plains,,,Slope landforms,,
http://dbpedia.org/resource/Category:Planets,Planets,,,Astronomical objects| Planemos| Substellar objects,,
http://dbpedia.org/resource/Category:Planning,Planning,,,Administration| Intention| Future,,
http://dbpedia.org/resource/Category:Plants,Plants,,,Botany| Horticulture and gardening| Eukaryotes,,
http://dbpedia.org/resource/Category:Platinum,Platinum,,,Precious metals| Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Plecoptera,Plecoptera,,,Insects by classification,,
http://dbpedia.org/resource/Category:Pleistocene,Pleistocene,,,10th-millennium BC disestablishments| Geological epochs| Quaternary geochronology,,
http://dbpedia.org/resource/Category:Pliocene,Pliocene,,,Neogene geochronology| Geological epochs,,
http://dbpedia.org/resource/Category:Pluto,Pluto,,,Multiple trans-Neptunian objects| Plutinos| Plutoids| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Poland,Poland,,,Central European countries| Post–Russian Empire states| Ukrainian-speaking countries and territories| German-speaking countries and territories| Slavic countries and territories| Member states of the European Union| States and territories established in 1918| Countries in Europe| Wikipedia categories named after countries| Polish-speaking countries and territories| Republics,,
http://dbpedia.org/resource/Category:Polders,Polders,,,Artificial landforms| Coastal construction| Land reclamation,,
http://dbpedia.org/resource/Category:Policy,Policy,,,Decision-making| Politics by issue| Government,,
http://dbpedia.org/resource/Category:Pollutants,Pollutants,,,Pollution,,
http://dbpedia.org/resource/Category:Pollution,Pollution,,,Environmental issues| Determinants of health,,Pollution by country| Pollution by country
http://dbpedia.org/resource/Category:Polonium,Polonium,,,Post-transition metals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Polygons,Polygons,,,Euclidean plane geometry| Polytopes,,
http://dbpedia.org/resource/Category:Polyhedra,Polyhedra,,,Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Convex geometry| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Polytopes| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Euclidean solid geometry| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming| Linear programming,,Quasiregular polyhedra| Platonic solids| Archimedean solids| Images of polyhedra| Tessellation| Kepler–Poinsot polyhedra| Prismatoid polyhedra| Uniform polyhedra| Catalan solids| Johnson solids| Pyramids and bipyramids| Quasiregular polyhedra| Platonic solids| Archimedean solids| Images of polyhedra| Tessellation| Kepler–Poinsot polyhedra| Prismatoid polyhedra| Uniform polyhedra| Catalan solids| Johnson solids| Pyramids and bipyramids| Quasiregular polyhedra| Platonic solids| Archimedean solids| Images of polyhedra| Tessellation| Kepler–Poinsot polyhedra| Prismatoid polyhedra| Uniform polyhedra| Catalan solids| Johnson solids| Pyramids and bipyramids| Quasiregular polyhedra| Platonic solids| Archimedean solids| Images of polyhedra| Tessellation| Kepler–Poinsot polyhedra| Prismatoid polyhedra| Uniform polyhedra| Catalan solids| Johnson solids| Pyramids and bipyramids
http://dbpedia.org/resource/Category:Polymers,Polymers,,,Macromolecules| Chemical substances| Polymer chemistry,,
http://dbpedia.org/resource/Category:Polymorphism,Polymorphism,,,Evolutionarily significant biological phenomena| Genetics| Population ecology| Evolutionary dynamics| Antipredator adaptations,,
http://dbpedia.org/resource/Category:Polynesia,Polynesia,,,Regions of Oceania,,
http://dbpedia.org/resource/Category:Pomerania,Pomerania,,,Regions of Poland| Divided regions| Regions of Mecklenburg-Vorpommern,,
http://dbpedia.org/resource/Category:Portugal,Portugal,,,Member states of the Community of Portuguese Language Countries| Socialist states| Romance countries and territories| Iberian Peninsula| Member states of the European Union| Countries in Europe| Southern European countries| States and territories established in 1139| Wikipedia categories named after countries| Republics| Southwestern European countries,,
http://dbpedia.org/resource/Category:Potassium,Potassium,,,Alkali metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Prairies,Prairies,,,"Temperate grasslands, savannas, and shrublands| Grasslands of North America",,
http://dbpedia.org/resource/Category:Precambrian,Precambrian,,,Geological eons| International Commission on Stratigraphy geologic time scale of Earth,,
http://dbpedia.org/resource/Category:Precession,Precession,,,Astrometry| Rotation in three dimensions| Rigid bodies| Planetary science| Technical factors of astrology,,
http://dbpedia.org/resource/Category:Precipitation,Precipitation,,,"Forms of water| Clouds, fog and precipitation",,Clouds| Clouds
http://dbpedia.org/resource/Category:Predation,Predation,,,Causes of death| Animal death| Eating behaviors,,
http://dbpedia.org/resource/Category:Predators,Predators,,,Predation| Carnivorous animals,,
http://dbpedia.org/resource/Category:Prediction,Prediction,,,Statements| Future,,
http://dbpedia.org/resource/Category:Pressure,Pressure,,,Physical quantities,,
http://dbpedia.org/resource/Category:Prevention,Prevention,,,Public health| Determinants of health,,
http://dbpedia.org/resource/Category:Priapulida,Priapulida,,,Protostomes,,
http://dbpedia.org/resource/Category:Primates,Primates,,,Mammals by classification,,
http://dbpedia.org/resource/Category:Probability,Probability,,,Probability and statistics| Philosophical logic| Modalities,,
http://dbpedia.org/resource/Category:Prokaryotes,Prokaryotes,,,Tree of life (biology)| Organisms| Microorganisms,,
http://dbpedia.org/resource/Category:Promethium,Promethium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Protactinium,Protactinium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Proteins,Proteins,,,Biomolecules by chemical classification| Nutrients| Macromolecules| Molecular biology| Cell biology,,
http://dbpedia.org/resource/Category:Proterozoic,Proterozoic,,,Geological eons| Precambrian,,
http://dbpedia.org/resource/Category:Protista,Protista,,,Microbiology| Microorganisms| Eukaryotes| Antonie van Leeuwenhoek,,
http://dbpedia.org/resource/Category:Provence,Provence,,,"Occitania| Geographical, historical and cultural regions of France| Provence-Alpes-Côte d'Azur| Former provinces of France",,
http://dbpedia.org/resource/Category:Publications,Publications,,,Sources| Publishing| Written communication,,
http://dbpedia.org/resource/Category:Purines,Purines,,,Heterocyclic compounds (2 rings)| Nitrogen heterocycles,,
http://dbpedia.org/resource/Category:Pyrenees,Pyrenees,,,Geography of Southwestern Europe| Mountain ranges of the Iberian Peninsula| Mountain ranges of Aquitaine| Wikipedia categories named after mountain ranges| Mountain ranges of Midi-Pyrénées| Mountain ranges of Aragon| Mountain ranges of Catalonia| Mountain ranges of the Basque Country| Mountain ranges of Europe,,
http://dbpedia.org/resource/Category:Qatar,Qatar,,,Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabian Peninsula| Arabic-speaking countries and territories| Countries in Asia| Wikipedia categories named after countries| Emirates,,
http://dbpedia.org/resource/Category:Quality,Quality,,,Evaluation,,
http://dbpedia.org/resource/Category:Quaternary,Quaternary,,,Geological periods| Cenozoic,,
http://dbpedia.org/resource/Category:Quercus,Quercus,,,Fagaceae,,
http://dbpedia.org/resource/Category:Radiation,Radiation,,,Waves| Forms of energy| Physical phenomena| Transport phenomena,,
http://dbpedia.org/resource/Category:Radioactivity,Radioactivity,,,Nuclear chemistry| Radiation| Nuclear physics| Temporal rates,,
http://dbpedia.org/resource/Category:Radium,Radium,,,Alkaline earth metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Radon,Radon,,,Noble gases| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Rain,Rain,,,Precipitation,,
http://dbpedia.org/resource/Category:Rapids,Rapids,,,Fluvial landforms| Water streams| Rivers by type,,
http://dbpedia.org/resource/Category:Recreation,Recreation,,,Human behavior| Human behavior| Leisure| Leisure,,Games| Hobbies| Games| Hobbies
http://dbpedia.org/resource/Category:Reproduction,Reproduction,,,Behavior| Biological processes| Life| Biological interactions,,
http://dbpedia.org/resource/Category:Research,Research,,,Knowledge| Inquiry| Science,,
http://dbpedia.org/resource/Category:Reservoirs,Reservoirs,,,Hydraulic engineering| Artificial lakes| Lakes| Water and the environment| Irrigation| Lakes by type| Water supply infrastructure,,
http://dbpedia.org/resource/Category:Resins,Resins,,,Non-timber forest products| Glassforming liquids and melts| Amorphous solids| Transparent materials| Wood products,,
http://dbpedia.org/resource/Category:Resources,Resources,,,Production and manufacturing,,
http://dbpedia.org/resource/Category:Respiration,Respiration,,,Animal physiology,,
http://dbpedia.org/resource/Category:Rhenium,Rhenium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Rheology,Rheology,,,Non-Newtonian fluids| Continuum mechanics| Fluid dynamics,,
http://dbpedia.org/resource/Category:Rhineland,Rhineland,,,Regions of North Rhine-Westphalia| Regions of Rhineland-Palatinate| Rhine,,
http://dbpedia.org/resource/Category:Rhodes,Rhodes,,,Mediterranean islands| Municipalities of the South Aegean| Dodecanese| Islands of the South Aegean| Wikipedia categories named after islands| Tourism in Greece| Former Italian colonies| Landforms of Rhodes (regional unit)| Dorian colonies| Mediterranean port cities and towns in Greece,,Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)| Rhodes (city)
http://dbpedia.org/resource/Category:Rhodium,Rhodium,,,Precious metals| Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Rieti,Rieti,,,Communes of the Province of Rieti| Cities and towns in Lazio| Wikipedia categories named after populated places in Italy,,
http://dbpedia.org/resource/Category:Rif,Rif,,,Mountain ranges of Morocco| Geography of Oriental (Morocco)| Geography of Fès-Meknès| Geography of Tanger-Tetouan-Al Hoceima,,
http://dbpedia.org/resource/Category:Rivers,Rivers,,,Fluvial landforms| Water streams,,
http://dbpedia.org/resource/Category:Rocks,Rocks,,,Geology| Physical objects,,
http://dbpedia.org/resource/Category:Romania,Romania,,,Balkan countries| Southeastern European countries| Romanian-speaking countries and territories| Eastern European countries| Romance countries and territories| Member states of the European Union| Hungarian-speaking countries and territories| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Rotation,Rotation,,,Classical mechanics| Motion (physics)| Transformation (function),,
http://dbpedia.org/resource/Category:Rubidium,Rubidium,,,Alkali metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Russia,Russia,,,North Asian countries| Northeast Asian countries| Russian-speaking countries and territories| Member states of the Council of Europe| Central Asian countries| Slavic countries and territories| Eastern European countries| Countries in Asia| Federal republics| Countries in Europe| Wikipedia categories named after countries,,Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union| Soviet Union
http://dbpedia.org/resource/Category:Ruthenium,Ruthenium,,,Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Rwanda,Rwanda,,,Member states of the African Union| Central African countries| Member states of the Organisation internationale de la Francophonie| Southeast African countries| Swahili-speaking countries and territories| East African countries| Countries in Africa| Landlocked countries| Commonwealth republics| Bantu countries and territories| Member states of the Commonwealth of Nations| States and territories established in 1962| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:SEPTA,SEPTA,,,Transportation in Philadelphia| Intermodal transportation authorities in Pennsylvania| Wikipedia categories named after government agencies| Wikipedia categories named after organizations based in the United States,,
http://dbpedia.org/resource/Category:Safety,Safety,,,Prevention| Issues in ethics| Euthenics,,
http://dbpedia.org/resource/Category:Sahara,Sahara,,,Deserts of Africa| Geography of North Africa| Wikipedia categories named after deserts,,
http://dbpedia.org/resource/Category:Sales,Sales,,,Trade| Marketing,,
http://dbpedia.org/resource/Category:Salt,Salt,,,,,
http://dbpedia.org/resource/Category:Samarium,Samarium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Samoa,Samoa,,,Island countries| Wikipedia categories named after islands| Archipelagoes of the Pacific Ocean| Volcanic islands| Member states of the Commonwealth of Nations| States and territories established in 1962| English-speaking countries and territories| Countries in Polynesia| Wikipedia categories named after countries| Republics,,American Samoa| American Samoa| American Samoa| American Samoa| American Samoa| American Samoa| American Samoa| American Samoa| American Samoa| American Samoa
http://dbpedia.org/resource/Category:Sampling,Sampling,,,Sound recording| Electronic music,,
http://dbpedia.org/resource/Category:Sand,Sand,,,Sediments| Soil| Building materials,,
http://dbpedia.org/resource/Category:Sandstone,Sandstone,,,Stone| Sand| Sedimentary rocks,,
http://dbpedia.org/resource/Category:Satellites,Satellites,,,Unmanned spacecraft,,
http://dbpedia.org/resource/Category:Saturn,Saturn,,,Wikipedia categories named after planets| Outer planets| Planets of the Solar System| Wikipedia categories named after Solar System objects| Gas giants,,
http://dbpedia.org/resource/Category:Sauropterygia,Sauropterygia,,,Mesozoic reptiles| Prehistoric marine reptiles| Diapsids,,
http://dbpedia.org/resource/Category:Savoy,Savoy,,,"Geographical, historical and cultural regions of France| Geographical, historical and cultural regions of Italy",,
http://dbpedia.org/resource/Category:Scandinavia,Scandinavia,,,Geography of Northern Europe| Nordic countries| Germanic countries and territories| Regions of Europe,,
http://dbpedia.org/resource/Category:Scandium,Scandium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Scattering,Scattering,,,Physical chemistry| Atomic physics| Nuclear physics| Particle physics| Condensed matter physics,,"Scattering, absorption and radiative transfer (optics)| Scattering, absorption and radiative transfer (optics)| Scattering, absorption and radiative transfer (optics)| Scattering, absorption and radiative transfer (optics)| Scattering, absorption and radiative transfer (optics)"
http://dbpedia.org/resource/Category:Scleractinia,Scleractinia,,,Hexacorallia,,
http://dbpedia.org/resource/Category:Scotland,Scotland,,,Island countries| Geography of Northern Europe| NUTS 1 statistical regions of the European Union| United Kingdom by country| Autonomous regions| English-speaking countries and territories| Wikipedia categories named after countries| Celtic nations| Great Britain,,
http://dbpedia.org/resource/Category:Scyphozoa,Scyphozoa,,,Cnidarians,,
http://dbpedia.org/resource/Category:Seams,Seams,,,Sewing,,
http://dbpedia.org/resource/Category:Seas,Seas,,,Oceanography| Oceans| Bodies of water| Coastal and oceanic landforms,,
http://dbpedia.org/resource/Category:Sedimentology,Sedimentology,,,Subfields of geology,,Soil science
http://dbpedia.org/resource/Category:Sediments,Sediments,,,Regolith| Geotechnical engineering| Sedimentology,,
http://dbpedia.org/resource/Category:Seeds,Seeds,,,Agronomy| Forestry| Plant reproduction,,Fruit morphology| Fruit morphology| Fruit morphology
http://dbpedia.org/resource/Category:Seismology,Seismology,,,Mechanics| Geophysics| Solid mechanics| Geotechnical engineering,,
http://dbpedia.org/resource/Category:Selenates,Selenates,,,Selenium compounds,,
http://dbpedia.org/resource/Category:Selenides,Selenides,,,Chalcogenides| Selenium compounds,,
http://dbpedia.org/resource/Category:Selenites,Selenites,,,Selenium compounds,,
http://dbpedia.org/resource/Category:Selenium,Selenium,,,Polyatomic nonmetals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Senegal,Senegal,,,Countries in Africa| West African countries| French West Africa| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Seychelles,Seychelles,,,Island countries| Islands of Africa| East African countries| Wikipedia categories named after islands| Countries in Africa| Islands of the Indian Ocean| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries| Archipelagoes of the Indian Ocean| Republics,,
http://dbpedia.org/resource/Category:Shale,Shale,,,Sedimentary rocks,,
http://dbpedia.org/resource/Category:Shields,Shields,,,Armour| Military personal equipment,,
http://dbpedia.org/resource/Category:Siberia,Siberia,,,North Asia| Northeast Asia| Historical regions in Russia,,Russian Far East| Russian Far East| Russian Far East
http://dbpedia.org/resource/Category:Silesia,Silesia,,,Geography of Central Europe| Regions of Poland| Divided regions| Wikipedia categories named after former countries| Geography of the Czech Republic| Historical regions in Germany| Regions of Europe,,
http://dbpedia.org/resource/Category:Silicates,Silicates,,,Silicon compounds,,
http://dbpedia.org/resource/Category:Silicides,Silicides,,,Silicon compounds,,
http://dbpedia.org/resource/Category:Silicon,Silicon,,,Metalloids| Chemical elements| Wikipedia categories named after chemical elements| Group IV semiconductors,,
http://dbpedia.org/resource/Category:Silurian,Silurian,,,Geological periods| Paleozoic,,
http://dbpedia.org/resource/Category:Silver,Silver,,,Precious metals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Simulation,Simulation,,,Operations research| Scientific modeling,,
