Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
;luminescence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luminescenza;http://aims.fao.org/aos/agrovoc/c_12270;Luminescence;Optical properties;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lunghezza;http://aims.fao.org/aos/agrovoc/c_4260;Length;Dimensions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lycopodiales;http://aims.fao.org/aos/agrovoc/c_12286;Lycopodiales;Lycopodiopsida;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/macaca;http://aims.fao.org/aos/agrovoc/c_35205;Macaca;monkeys;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/macrobenthos;http://aims.fao.org/aos/agrovoc/c_12312;Macrobenthos;Benthos;E;1;0;0;0
;Madeira;http://linkeddata.ge.imati.cnr.it/resource/ThIST/madeira;http://aims.fao.org/aos/agrovoc/c_4511;Madeira;Portugal;E;1;0;0;0
;low water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magra;http://aims.fao.org/aos/agrovoc/c_29687;Low water;water levels;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/malacostraca;http://aims.fao.org/aos/agrovoc/c_4530;Malacostraca;Crustacea;E;1;0;0;0
;Maldive Islands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maldives;http://aims.fao.org/aos/agrovoc/c_4534;Maldives;South Asia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mammiferi;http://aims.fao.org/aos/agrovoc/c_4560;mammals;vertebrates;E;1;0;0;0
;manpower;http://linkeddata.ge.imati.cnr.it/resource/ThIST/manodopera;http://aims.fao.org/aos/agrovoc/c_4590;Manpower;Human resources;E;1;0;0;0
;maintenance;http://linkeddata.ge.imati.cnr.it/resource/ThIST/manutenzione;http://aims.fao.org/aos/agrovoc/c_4524;Maintenance;activities;E;1;0;0;0
;seas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mare;http://aims.fao.org/aos/agrovoc/c_14148;Seas;Marine areas;E;1;0;0;0
;tides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/marea;http://aims.fao.org/aos/agrovoc/c_7764;Tides;water circulation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maredibarents;http://aims.fao.org/aos/agrovoc/c_816;Barents Sea;Arctic Ocean;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maredirlanda;http://aims.fao.org/aos/agrovoc/c_3949;Irish Sea;Northeast Atlantic;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/margiallo;http://aims.fao.org/aos/agrovoc/c_8481;Yellow Sea;Northwest Pacific;E;1;0;0;0
;mass;http://linkeddata.ge.imati.cnr.it/resource/ThIST/massa;http://aims.fao.org/aos/agrovoc/c_4639;Mass;measure;E;1;0;0;0
;highlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/massicciomontuoso;http://aims.fao.org/aos/agrovoc/c_3614;highlands;physiographic features;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/matematica;http://aims.fao.org/aos/agrovoc/c_4649;mathematics;formal sciences;E;1;0;0;0
;materials;http://linkeddata.ge.imati.cnr.it/resource/ThIST/materiale;http://aims.fao.org/aos/agrovoc/c_92337;materials;substances;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/materiali;http://aims.fao.org/aos/agrovoc/c_92337;materials;substances;E;1;0;0;0
;Mato Grosso;http://linkeddata.ge.imati.cnr.it/resource/ThIST/matogrosso;http://aims.fao.org/aos/agrovoc/c_4650;Mato Grosso;Brazil;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mattoni;http://aims.fao.org/aos/agrovoc/c_1089;Bricks;Construction materials;E;1;0;0;0
;maturity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maturita;http://aims.fao.org/aos/agrovoc/c_4656;Maturity;developmental stages;E;1;0;0;0
;Mauritius;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mauritius;http://aims.fao.org/aos/agrovoc/c_4662;Mauritius;East Africa;E;1;0;0;0
;mechanics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/meccanica;http://aims.fao.org/aos/agrovoc/c_35220;Mechanics;Physics;E;1;0;0;0
;rock mechanics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/meccanicadellerocce;http://aims.fao.org/aos/agrovoc/c_25345;rock mechanics;Mechanics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/meccanicadelsuolo;http://aims.fao.org/aos/agrovoc/c_7177;soil mechanics;Mechanics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mele;http://aims.fao.org/aos/agrovoc/c_541;Apples;Pome fruits;E;1;0;0;0
;markets;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercato;http://aims.fao.org/aos/agrovoc/c_4626;markets;entities;E;1;0;0;0
;mixing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mescolamento;http://aims.fao.org/aos/agrovoc/c_4877;Mixing;processing;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mesoplodon;http://aims.fao.org/aos/agrovoc/c_331191;Mesoplodon;Ziphiidae;E;1;0;0;0
;metabolism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/metabolismo;http://aims.fao.org/aos/agrovoc/c_4769;Metabolism;physiological functions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/metamorfosi;http://aims.fao.org/aos/agrovoc/c_4775;Metamorphosis;biological development;E;1;0;0;0
;meteorology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorologia;http://aims.fao.org/aos/agrovoc/c_4783;Meteorology;Atmospheric sciences;E;1;0;0;0
;meteorology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorologia;http://aims.fao.org/aos/agrovoc/c_4783;Meteorology;Earth sciences;E;1;0;0;0
;methods;http://linkeddata.ge.imati.cnr.it/resource/ThIST/metodologia;http://aims.fao.org/aos/agrovoc/c_12522;methodology;systems;E;1;0;0;0
;methods;http://linkeddata.ge.imati.cnr.it/resource/ThIST/metodologia;http://aims.fao.org/aos/agrovoc/c_4788;methods;;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microbiologia;http://aims.fao.org/aos/agrovoc/c_4800;Microbiology;biology;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microfotografia;http://aims.fao.org/aos/agrovoc/c_13319;Photomicrography;Photography;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/micrometeorologia;http://aims.fao.org/aos/agrovoc/c_331353;Micrometeorology;Meteorology;E;1;0;0;0
;microorganisms;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microorganismo;http://aims.fao.org/aos/agrovoc/c_4807;microorganisms;organisms;E;1;0;0;0
;microscope methods;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microscopia;http://aims.fao.org/aos/agrovoc/c_4810;Microscopy;methods;E;1;0;0;0
;electron microscopy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microscopiaelettronica;http://aims.fao.org/aos/agrovoc/c_10573;Electron microscopy;Microscopy;E;1;0;0;0
;migration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/migrazione;http://aims.fao.org/aos/agrovoc/c_4822;Migration;Behaviour;E;1;0;0;0
;migration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/migrazione;http://aims.fao.org/aos/agrovoc/c_4822;Migration;population dynamics;E;1;0;0;0
;mineralization;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineralizzazione;http://aims.fao.org/aos/agrovoc/c_15999;Mineralization;chemical reactions;E;1;0;0;0
;mineralogy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineralogia;http://aims.fao.org/aos/agrovoc/c_4856;Mineralogy;Geology;E;1;0;0;0
;measurement;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misurazione;http://aims.fao.org/aos/agrovoc/c_4668;Measurement;activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/modelli;http://aims.fao.org/aos/agrovoc/c_4881;Models;entities;E;1;0;0;0
;molybdates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdati;http://aims.fao.org/aos/agrovoc/c_33123;Molybdates;Inorganic acid salts;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monera;http://aims.fao.org/aos/agrovoc/c_4906;Monera;organisms;E;1;0;0;0
;monitoring;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monitoraggio;http://aims.fao.org/aos/agrovoc/c_4911;monitoring;activities;E;1;0;0;0
;environmental monitoring;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monitoraggioambientale;http://aims.fao.org/aos/agrovoc/c_37876;Environmental monitoring;environmental management;E;1;0;0;0
;environmental monitoring;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monitoraggioambientale;http://aims.fao.org/aos/agrovoc/c_37876;Environmental monitoring;monitoring;E;1;0;0;0
;carbon monoxide;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monossidodicarbonio;http://aims.fao.org/aos/agrovoc/c_1303;Carbon monoxide;Oxides;E;1;0;0;0
;morphogenesis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/morfogenesi;http://aims.fao.org/aos/agrovoc/c_4943;Morphogenesis;biological development;E;1;0;0;0
;morphology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/morfologia;http://aims.fao.org/aos/agrovoc/c_49903;Morphology;biology;E;1;0;0;0
;movement;http://linkeddata.ge.imati.cnr.it/resource/ThIST/movimento;http://aims.fao.org/aos/agrovoc/c_4961;Movement;physiological functions;E;1;0;0;0
;ground motion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/movimentodelsuolo;http://aims.fao.org/aos/agrovoc/c_7180;soil movement;natural phenomena;E;1;0;0;0
;muscles;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muscolo;http://aims.fao.org/aos/agrovoc/c_5003;Muscles;Musculoskeletal system;E;1;0;0;0
;museums;http://linkeddata.ge.imati.cnr.it/resource/ThIST/museo;http://aims.fao.org/aos/agrovoc/c_25285;Museums;Collections;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mutazione;http://aims.fao.org/aos/agrovoc/c_5014;mutation;biological phenomena;E;1;0;0;0
;loans;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mutuo;http://aims.fao.org/aos/agrovoc/c_4409;loans;entities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/myricaceae;http://aims.fao.org/aos/agrovoc/c_5039;Myricaceae;Myricales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nanismo;http://aims.fao.org/aos/agrovoc/c_2420;Dwarfism;Growth disorders;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/naso;http://aims.fao.org/aos/agrovoc/c_5237;nose;Respiratory system;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/navigazione;http://aims.fao.org/aos/agrovoc/c_15908;navigation;activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nebbia;http://aims.fao.org/aos/agrovoc/c_3007;Fog;Meteorological factors;E;1;0;0;0
;nekton;http://linkeddata.ge.imati.cnr.it/resource/ThIST/necton;http://aims.fao.org/aos/agrovoc/c_5105;nekton;Aquatic communities;E;1;0;0;0
;nitrates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitrati;http://aims.fao.org/aos/agrovoc/c_5187;Nitrates;Inorganic acid salts;E;1;0;0;0
;nitrification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitrificazione;http://aims.fao.org/aos/agrovoc/c_12834;Nitrification;chemical reactions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitriti;http://aims.fao.org/aos/agrovoc/c_5190;Nitrites;Inorganic acid salts;E;1;0;0;0
;nomenclature;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nomenclatura;http://aims.fao.org/aos/agrovoc/c_5207;nomenclature;terminology;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nordafrica;http://aims.fao.org/aos/agrovoc/c_5218;North Africa;Africa;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nucleo;http://aims.fao.org/aos/agrovoc/c_5260;nucleus;Cytoplasmic organelles;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nucleo;http://aims.fao.org/aos/agrovoc/c_5260;nucleus;cell components;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuovogallesdelsud;http://aims.fao.org/aos/agrovoc/c_5162;New South Wales;Australia;E;1;0;0;0
;nutation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nutazione;http://aims.fao.org/aos/agrovoc/c_12863;Nutation;Movement;E;1;0;0;0
;nutrients;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nutriente;http://aims.fao.org/aos/agrovoc/c_5274;Nutrients;Biochemical compounds;E;1;0;0;0
;nutrition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nutrizione;http://aims.fao.org/aos/agrovoc/c_49892;nutrition;biological phenomena;E;1;0;0;0
;clouds;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuvola;http://aims.fao.org/aos/agrovoc/c_1681;Clouds;Meteorological factors;E;1;0;0;0
;oasis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oasi;http://aims.fao.org/aos/agrovoc/c_5286;Oases;physiographic features;E;1;0;0;0
;Oceania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceania;http://aims.fao.org/aos/agrovoc/c_5296;Oceania;Asia and the Pacific;E;1;0;0;0
;oceans;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceano;http://aims.fao.org/aos/agrovoc/c_12890;Oceans;Marine areas;E;1;0;0;0
;Antarctic Ocean;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanoantartico;http://aims.fao.org/aos/agrovoc/c_468;Antarctic Ocean;Marine areas;E;1;0;0;0
;Arctic Ocean;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanoartico;http://aims.fao.org/aos/agrovoc/c_592;Arctic Ocean;Marine areas;E;1;0;0;0
;oceanography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanografia;http://aims.fao.org/aos/agrovoc/c_12889;Oceanography;Earth sciences;E;1;0;0;0
;oceanography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanografia;http://aims.fao.org/aos/agrovoc/c_12889;Oceanography;Marine sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oligochaeta;http://aims.fao.org/aos/agrovoc/c_29111;Oligochaeta;Annelida;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/omero;http://aims.fao.org/aos/agrovoc/c_11637;Humerus;Limb bones;E;1;0;0;0
;homogenization;http://linkeddata.ge.imati.cnr.it/resource/ThIST/omogeneizzazione;http://aims.fao.org/aos/agrovoc/c_3648;Homogenization;processing;E;1;0;0;0
;construction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/opera;http://aims.fao.org/aos/agrovoc/c_35060;Construction;Civil engineering;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/opinionepubblica;http://aims.fao.org/aos/agrovoc/c_33530;public opinion;social phenomena;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/orchidaceae;http://aims.fao.org/aos/agrovoc/c_5380;Orchidaceae;Asparagales;E;1;0;0;0
;organization;http://linkeddata.ge.imati.cnr.it/resource/ThIST/organizzazione;http://aims.fao.org/aos/agrovoc/c_330894;organization;activities;E;1;0;0;0
;orientation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/orientazione;http://aims.fao.org/aos/agrovoc/c_5406;Orientation;Behaviour;E;1;0;0;0
;tracks;http://linkeddata.ge.imati.cnr.it/resource/ThIST/orma;http://aims.fao.org/aos/agrovoc/c_7845;Tracks;vehicle systems;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/orobanchaceae;http://aims.fao.org/aos/agrovoc/c_5426;Orobanchaceae;Lamiales;E;1;0;0;0
;osmosis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osmosi;http://aims.fao.org/aos/agrovoc/c_5442;Osmosis;Diffusion;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossa;http://aims.fao.org/aos/agrovoc/c_1001;Bones;Musculoskeletal system;E;1;0;0;0
;oxalates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossalati;http://aims.fao.org/aos/agrovoc/c_5467;Oxalates;Organic acid salts;E;1;0;0;0
;oxidation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidazione;http://aims.fao.org/aos/agrovoc/c_5472;Oxidation;chemical reactions;E;1;0;0;0
;oxides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidi;http://aims.fao.org/aos/agrovoc/c_5473;Oxides;Inorganic compounds;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidodicalcio;http://aims.fao.org/aos/agrovoc/c_1202;Calcium oxide;Oxides;E;1;0;0;0
;nitrous oxide;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidonitroso;http://aims.fao.org/aos/agrovoc/c_12838;Nitrous oxide;Nitrogen oxides;E;1;0;0;0
;oxygen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossigeno;http://aims.fao.org/aos/agrovoc/c_5477;Oxygen;Nonmetals;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossigenodisciolto;http://aims.fao.org/aos/agrovoc/c_36106;Dissolved oxygen;Oxygen;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ostreaedulis;http://aims.fao.org/aos/agrovoc/c_31158;Ostrea edulis;Ostrea;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ostreaedulis;http://aims.fao.org/aos/agrovoc/c_31158;Ostrea edulis;Ostreidae;E;1;0;0;0
;ozone;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozono;http://aims.fao.org/aos/agrovoc/c_5485;Ozone;Oxidants;E;1;0;0;0
;landscapes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paesaggio;http://aims.fao.org/aos/agrovoc/c_4185;Landscape;physiographic features;E;1;0;0;0
;industrialized countries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paesiindustrializzati;http://aims.fao.org/aos/agrovoc/c_2221;Developed countries;countries;E;1;0;0;0
;Third World;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paesiinviadisviluppo;http://aims.fao.org/aos/agrovoc/c_2222;Developing countries;countries;E;1;0;0;0
;Pakistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pakistan;http://aims.fao.org/aos/agrovoc/c_5504;Pakistan;South Asia;E;1;0;0;0
;paleoclimatology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleoclimatologia;http://aims.fao.org/aos/agrovoc/c_13034;Paleoclimatology;Climatology;E;1;0;0;0
;paleoclimatology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleoclimatologia;http://aims.fao.org/aos/agrovoc/c_5508;Palaeoclimatology;Climatology;E;1;0;0;0
;paleontology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleontologia;http://aims.fao.org/aos/agrovoc/c_5509;Palaeontology;Earth sciences;E;1;0;0;0
;paleontology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleontologia;http://aims.fao.org/aos/agrovoc/c_5509;Palaeontology;biology;E;1;0;0;0
;palynology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palinologia;http://aims.fao.org/aos/agrovoc/c_5520;Palynology;Palaeontology;E;1;0;0;0
;swamps;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palude;http://aims.fao.org/aos/agrovoc/c_7544;Swamps;Wetlands;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/papaveraceae;http://aims.fao.org/aos/agrovoc/c_5547;Papaveraceae;Ranunculales;E;1;0;0;0
;parasitism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/parassitismo;http://aims.fao.org/aos/agrovoc/c_5577;Parasitism;biological interaction;E;1;0;0;0
;grasslands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pascolo;http://aims.fao.org/aos/agrovoc/c_3366;grasslands;vegetation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/patologia;http://aims.fao.org/aos/agrovoc/c_5631;Pathology;medical sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pechino;http://aims.fao.org/aos/agrovoc/c_869;Beijing;China;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pecten;http://aims.fao.org/aos/agrovoc/c_5649;Pecten;Bivalvia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pectenmaximus;http://aims.fao.org/aos/agrovoc/c_31159;Pecten maximus;Pecten;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pectenmaximus;http://aims.fao.org/aos/agrovoc/c_31159;Pecten maximus;Pectinidae;E;1;0;0;0
;pellets;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pellets;http://aims.fao.org/aos/agrovoc/c_5664;Pellets;formulations;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/percoidei;http://aims.fao.org/aos/agrovoc/c_5695;Percoidei;Bony fishes;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/percoidei;http://aims.fao.org/aos/agrovoc/c_5695;Percoidei;Pisces;E;1;0;0;0
;sewage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/percolato;http://aims.fao.org/aos/agrovoc/c_7007;Sewage;Wastewater;E;1;0;0;0
;periodicity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/periodicita;http://aims.fao.org/aos/agrovoc/c_5708;Periodicity;properties;E;1;0;0;0
;pearls;http://linkeddata.ge.imati.cnr.it/resource/ThIST/perla;http://aims.fao.org/aos/agrovoc/c_5644;Pearls;Fishery products;E;1;0;0;0
;permeability;http://linkeddata.ge.imati.cnr.it/resource/ThIST/permeabilita;http://aims.fao.org/aos/agrovoc/c_5718;Permeability;chemicophysical properties;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pesca;http://aims.fao.org/aos/agrovoc/c_2934;fisheries;economic activities;E;1;0;0;0
;specific gravity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pesospecifico;http://aims.fao.org/aos/agrovoc/c_7281;Specific gravity;chemicophysical properties;E;1;0;0;0
;specific gravity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pesospecifico;http://aims.fao.org/aos/agrovoc/c_7281;Specific gravity;measure;E;1;0;0;0
;pesticides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pesticida;http://aims.fao.org/aos/agrovoc/c_5739;pesticides;substances;E;1;0;0;0
;petroleum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/petrolio;http://aims.fao.org/aos/agrovoc/c_5747;petroleum;Mineral resources;E;1;0;0;0
;petrology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/petrologia;http://aims.fao.org/aos/agrovoc/c_5748;Petrology;Geology;E;1;0;0;0
;pH;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ph;http://aims.fao.org/aos/agrovoc/c_5753;pH;chemicophysical properties;E;1;0;0;0
;pH;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ph;http://aims.fao.org/aos/agrovoc/c_5753;pH;measure;E;1;0;0;0
;phaeozem;http://linkeddata.ge.imati.cnr.it/resource/ThIST/phaeozem;http://aims.fao.org/aos/agrovoc/c_5755;Phaeozems;Genetic soil types;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/physeter;http://aims.fao.org/aos/agrovoc/c_5827;Physeter;Physeteridae;E;1;0;0;0
;planning;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pianificazione;http://aims.fao.org/aos/agrovoc/c_5951;planning;activities;E;1;0;0;0
